text,year,month,day_of_month,day_of_week,hour_of_day
You’re exactly right,2023,5,5,5,19
This kind of interaction with users is awesome. Other companies should take note.,2023,5,5,5,19
NASA Spaces about space!,2023,5,5,5,18
Yesterday in the pit,2023,5,7,7,10
That’s weird,2023,5,7,7,10
"Sadly, it seems so",2023,5,7,7,10
Cool,2023,5,7,7,10
Interesting,2023,5,7,7,10
Interesting,2023,5,7,7,10
Why didn’t they protest when the children were murdered at the Christian school? They are disingenuous.,2023,5,7,7,9
Truth is not silenced on this platform,2023,5,7,7,9
Video team has a lot of good stuff coming,2023,5,7,7,9
Demolition man predicted it all,2023,5,7,7,9
Makes sense,2023,5,7,7,9
"That would be awesome. I suspect they will say no, but I will ask Warren &amp; Charlie.",2023,5,7,7,9
Love,2023,5,7,7,9
This is incorrect. The de facto US national income tax is 40%. When added to California state income ta…,2023,5,7,7,9
People definitely shouldn’t be attacked for doing good. Is it really just a question of money to restore…,2023,5,7,7,8
I only briefly lived with my Mom tbc lol,2023,5,7,7,8
Not *every* day is a day closer to AGI But close enough sigh,2023,5,7,7,8
"I’d just to see a picture of this mine. Like, where is it exactly!?",2023,5,7,7,8
"Yeah, like , for example. I talked to him earlier this week. He just wants to Netflix &amp; chill.",2023,5,7,7,8
"Von Neumann … would obviously be a bridge too far, but maybe someone who can fix their own wifi router wouldn’t be too much to ask",2023,5,7,7,7
It’s a fact. Let that sink in.,2023,5,7,7,3
Really?,2023,5,7,7,3
Very important that people from diverse viewpoints write Notes. The goal of…,2023,5,7,7,0
Feeling nostalgic,2023,5,7,7,0
Kurzweil seems more right every day,2023,5,7,7,0
Major video upgrades coming to this platform!,2023,5,6,6,22
"Starlink V2, which we’re beginning to launch, will greatly impr…",2023,5,6,6,22
I still have a soft spot for tbh,2023,5,6,6,22
"We have &amp; will continue to evolve , always with full transparency, &amp; open source &amp; data",2023,5,6,6,22
Yeah 😔,2023,5,6,6,22
Coming soon,2023,5,6,6,22
"I grew up in a lower, transitioning to upper, middle income situation, but did not have a happy childhood…",2023,5,6,6,22
Appreciate the kind words from Warren &amp; Charlie,2023,5,6,6,21
"In that case, you’ll love 11.4.1",2023,5,6,6,20
Interesting,2023,5,6,6,20
Yeah,2023,5,6,6,20
Very true,2023,5,6,6,19
"SpaceX doesn’t even bother with patents, except to stop patent trolls",2023,5,6,6,18
So what you’re saying is that there aren’t a lot of atoms?,2023,5,6,6,18
Gold thread,2023,5,6,6,18
Fun discussion of aero &amp; battery technology in F1. I proposed a pure EV vs gas/hybrid F1 race.,2023,5,6,6,17
My observation of the notes is that they are insightful &amp; accurate. They’re most eff…,2023,5,6,6,15
Concerning,2023,5,6,6,15
That’s what he told me,2023,5,6,6,14
Interesting,2023,5,8,1,11
Sometimes called transparent aluminum. Very impressive stuff.,2023,5,8,1,10
You should be seeing something closer to a 50/50 balance,2023,5,8,1,10
That chart says it all,2023,5,8,1,10
Unreal,2023,5,8,1,10
"Too many asylum patients then, too few now",2023,5,7,7,22
Agreed on all!,2023,5,7,7,22
Exactly,2023,5,7,7,22
Adderall is an anger amplifier. Best used sparingly or not at all.,2023,5,7,7,22
Absolutely,2023,5,7,7,21
11.4.1 is a major improvement,2023,5,7,7,21
Worth subscribing,2023,5,7,7,21
"Arguably, v11.4 should be v12.0, as there are so many major improvements. v12 is reserved for when FSD is…",2023,5,7,7,21
This platform is hell bent on being the least untrue source of information,2023,5,7,7,20
Do they cite any evidence for him being a “nazi white supremacist”?,2023,5,7,7,20
Highly recommend !,2023,5,7,7,20
"Ships to Tesla employees tomorrow, then progressively wider as confidence grows. We test as much a…",2023,5,7,7,20
True. What’s actually happening in most countries is population collapse! Very important to make new hu…,2023,5,7,7,20
What percentage are real?,2023,5,7,7,20
Interesting,2023,5,7,7,20
Are you sure that’s accurate?,2023,5,7,7,19
What should do more of or less of or aren’t including at all?,2023,5,7,7,19
"In the end, all debts must be paid, just a question of when. Later makes it worse.",2023,5,7,7,19
Good conversation between Brian &amp; Jason,2023,5,7,7,19
"Coming soon, plus variable playback speed",2023,5,7,7,19
Interesting,2023,5,7,7,19
That movie scared a lot of people. We went too far in the past with psychiatric confinement…,2023,5,7,7,18
I recommend subscribing,2023,5,7,7,18
Makes me happy to see him happy,2023,5,7,7,17
"Yeah, major problem! Never demand that an AI lie.",2023,5,7,7,17
"Turning sea water into clean, drinkable water costs $2 to $5 for 1000 gallons. Less than half a penny…",2023,5,7,7,17
Now he’s super buff,2023,5,7,7,17
"Some individuals are a danger to themselves and society and it’s not fixable. Unfortunately, we do n…",2023,5,7,7,17
We’re trying hard to make your feed as compelling as possible (maximize unregretted user minutes). How is it now vs 6 months ago?,2023,5,7,7,17
Probably Miami,2023,5,7,7,17
Great question,2023,5,7,7,16
That is probably an understatement of unrealized losses,2023,5,7,7,16
Happens from time to time. Habits die hard.,2023,5,7,7,16
"It might all be true, but such an incongruent set of claims deserves extreme scrutiny",2023,5,9,2,17
Awesome 😃,2023,5,9,2,16
"Absolutely! America should be recruiting like a pro sports team, not making it insanely…",2023,5,9,2,16
There is great danger to media stoking the fires of hatred,2023,5,9,2,16
Great!,2023,5,9,2,16
…,2023,5,9,2,16
"Trust nothing, not even nothing",2023,5,9,2,16
[correction: trailed by several years],2023,5,9,2,16
"Remarkable how , &amp; moved in lockstep, with trailing by ~6 months",2023,5,9,2,16
Highly recommend visiting. Ancient Rome was remarkably advanced in technology &amp; colorful in decor.,2023,5,9,2,16
"News orgs like to control the narrative &amp; hate being corrected, but at least people know they can come to t…",2023,5,9,2,16
WhatsApp cannot be trusted,2023,5,9,2,16
It would seem that he is *extremely* partisan,2023,5,9,2,15
I subscribed!,2023,5,9,2,15
"It won’t get easier to pay down the debt. As debt rises for countries, interest payments consume…",2023,5,9,2,15
It is borderline illegal to be Republican in LA or SF,2023,5,9,2,15
How do we know that was actually his social media account? Seems very odd that he would have a Russ…,2023,5,9,2,15
Solid points in support of junior writers and it would not be a significant impact on show budgets.…,2023,5,9,2,14
Both are rising … troubling,2023,5,9,2,14
Strange that election officials from pivotal regions attended a far left conference when they’re supposed to be impartial,2023,5,9,2,13
"Haha true, I just bookmarked it",2023,5,9,2,13
We should go there,2023,5,9,2,12
Sigh,2023,5,9,2,12
"For my part, I just want to support content creators, whether or not they provide extra content when you subscribe",2023,5,9,2,6
Yeah,2023,5,9,2,6
"No, that’s silly. Will fix it.",2023,5,9,2,4
Very strange,2023,5,9,2,4
Demolition Man’s prediction of the future was shockingly accurate,2023,5,9,2,4
Better than pink eye,2023,5,9,2,4
I think we should significantly increase legal immigration. If someone has a track record of working h…,2023,5,9,2,0
Your support of content creators on this platform is very much appreciated. We keep none of the subscription reven…,2023,5,9,2,0
I subscribed,2023,5,9,2,0
But it is important to free up abandoned handles,2023,5,8,1,23
The accounts will be archived,2023,5,8,1,23
Good question,2023,5,8,1,23
Interesting,2023,5,8,1,23
This gets weirder by the moment,2023,5,8,1,22
I wonder why,2023,5,8,1,21
The difference in interest paid is a massive forcing function,2023,5,8,1,21
"More importantly, there are lots of mounting points for third party hardware on Cybertruck",2023,5,8,1,21
We’re adding those features,2023,5,8,1,21
"Prototypes are easy, production is hard and achieving positive cash flow is excruciating",2023,5,8,1,21
Cool,2023,5,8,1,20
Livestream starting soon,2023,5,8,1,19
Assume you’re always being manipulated,2023,5,8,1,19
Done!,2023,5,8,1,19
Yeah,2023,5,8,1,19
"Will consider. We’re taking steps to improve the processing rate of verification, which has been terrible at times.",2023,5,8,1,19
"I hope you’re wrong, but I suspect you’re right",2023,5,8,1,19
"We always prioritize safety over smoothness. After we achieve a higher tier of safety, then we polish t…",2023,5,8,1,18
"The awareness of the capability of FSD is still shockingly low, even among Tesla owners",2023,5,8,1,18
"Yeah, it’s insane! Roughly 70% of Earth is ocean and most of the ocean has zero shi…",2023,5,8,1,18
Cool!,2023,5,8,1,18
My earnest hope is that Americans of all political beliefs trust this platform,2023,5,8,1,18
"Any organization that puts quotas above merit, instantly devalues their awards",2023,5,8,1,17
"It’s not a military invasion like Ukraine, but it’s also inaccurate to refer to everyo…",2023,5,8,1,17
"Once FSD is super smooth (not just safe), we will roll out a free month trial for all cars in…",2023,5,8,1,17
His assessment is accurate,2023,5,8,1,17
I don’t think the American public understands that people from all countries are crossing the southern…,2023,5,8,1,17
This is next-level!,2023,5,8,1,17
"In other news, large groups of American who love communism were seen rowing to Cuba …",2023,5,8,1,17
Interesting details,2023,5,8,1,17
"We’re purging accounts that have had no activity at all for several years, so you will probably see follower count drop",2023,5,8,1,16
Absolutely,2023,5,8,1,16
Absolutely,2023,5,8,1,15
They’ve created a massive gap between money market account (Treasury Bill) interest rates at ~4.5%…,2023,5,8,1,15
Someone just normal would be great,2023,5,10,3,15
Upgrades are coming,2023,5,10,3,15
True,2023,5,10,3,15
The list of who didn’t might be shorter,2023,5,10,3,15
"Also, which kind of bat – fruit eating bat or insect eating bat 🦇?",2023,5,10,3,14
Good for Tom Hanks! It’s time we all took a stand against other people deciding what should offend us!,2023,5,10,3,14
🤣🤣 same,2023,5,10,3,14
Starlink is a new version of the Internet in space,2023,5,10,3,14
I subscribed!,2023,5,10,3,8
"Yes, video is a primary focus",2023,5,10,3,7
The approver approvers,2023,5,10,3,7
Sure,2023,5,10,3,6
Increasingly possible,2023,5,10,3,6
It’s possible,2023,5,10,3,6
"Interesting idea, maybe jobs too",2023,5,10,3,6
This would be great,2023,5,10,3,6
Population collapse,2023,5,10,3,6
They are right,2023,5,10,3,6
This is the same news org that claimed space flight was impossible …,2023,5,10,3,6
"Sophisticated, but easy to use, long form content",2023,5,10,3,6
Indeed,2023,5,10,3,6
Any given satellite communications system can be assessed in terms of useful data…,2023,5,10,3,5
Amazing,2023,5,10,3,4
Have you considered doing your show on this platform? Maybe worth a try. Audience is much bigger.,2023,5,10,3,4
So many stores have closed already,2023,5,10,3,3
Feels so long ago …,2023,5,10,3,3
Congratulations Tesla Texas Team!!,2023,5,10,3,3
Totally agree!,2023,5,10,3,3
"It’s bad enough already. If security guards can’t protect stores, offices, homes or themselves from vio…",2023,5,10,3,3
Gets me every time,2023,5,10,3,2
[insert I can’t quit you meme],2023,5,10,3,1
"With latest version of app, you can DM reply to any message in the thread (not just most recent) and use any emoji…",2023,5,9,2,23
"On this platform, unlike the one-way street of broadcast, people are able to interact, critique and refute whatever…",2023,5,9,2,23
"On this platform, unlike the one-way street of broadcast, people are able to interact, cr…",2023,5,9,2,23
Coming,2023,5,9,2,23
"Didn’t the story come from , which literally specializes in psychological operations? I d…",2023,5,9,2,16
"Yeah. Or that WhatsApp founders left Meta/Facebook in disgust, started #deletefacebook campaign &amp;…",2023,5,9,2,16
"AI brings benefits, but also risks",2023,5,9,2,16
Interesting article. Perhaps can add further context &amp; corrections.,2023,5,9,2,15
But can they do so without going bankrupt?,2023,5,9,2,15
Good thread,2023,5,9,2,14
Under consideration. It’s tough to add all these functions to the main timeline without creating a button forest.,2023,5,9,2,14
Probably true,2023,5,11,4,10
"Then he added “Silicon is for n00bs, Gallium is 1337”",2023,5,11,4,9
"Cathie is awesome, interviewer less so",2023,5,11,4,9
Much better,2023,5,11,4,8
"Early version of encrypted direct messages just launched. Try it, but don’t trust it yet.",2023,5,11,4,8
The guard’s description is right – Fallout,2023,5,11,4,7
Exactly,2023,5,11,4,4
Cool!,2023,5,10,3,21
"As mentioned earlier, v11.4.1 has major architectural improvements. It’s actually much more than a p…",2023,5,10,3,21
Twitter is an accelerant for X,2023,5,10,3,21
🤣🤣 same,2023,5,10,3,21
I am excited to welcome Linda Yaccarino as the new CEO of Twitter! will focus primarily on business ope…,2023,5,12,5,15
You can post over over an hour of 480p video on Twitter now,2023,5,12,5,8
This is next-level,2023,5,12,5,7
As seen by an unaffected third party,2023,5,12,5,7
The most entertaining outcome is the most likely,2023,5,12,5,6
Semaglutide actually works,2023,5,12,5,6
Random partial reinforcement is powerful 👀,2023,5,12,5,6
It will get better rapidly,2023,5,12,5,6
It is remarkable that Sparta had no walls when all the other cities did,2023,5,12,5,6
Car suspensions were so bad back then!,2023,5,12,5,5
That will not be the case,2023,5,12,5,5
A spire,2023,5,12,5,4
Taco Bell’s breakfast crunchwrap is good,2023,5,12,5,1
There was a time before tv or even radios. Just whisky &amp; cards.,2023,5,12,5,1
The commitment to open source transparency and accepting a wide range of viewpoints remains unchanged,2023,5,12,5,1
"Technically, everyone’s a winner 🏆",2023,5,12,5,0
Should be much better,2023,5,12,5,0
I only ever see cnn on this platform so 🤷‍♂️,2023,5,12,5,0
Close tho,2023,5,12,5,0
Good point,2023,5,12,5,0
Coming,2023,5,11,4,20
Where does one even find cnn?,2023,5,11,4,19
Excited to announce that I’ve hired a new CEO for X/Twitter. She will be starting in ~6 weeks! My role will transi…,2023,5,11,4,19
Excited to announce that I’ve a new CEO for X/Twitter. She will be starting in ~6 weeks! My role will transition t…,2023,5,11,4,19
